advanced_priority_rank,state,city,station_name,current_aqi,current_aqi_category,forecast_aqi_next,forecast_aqi_category,forecast_aqi_change,forecast_trend,hotspot_status,advanced_priority_score,advanced_priority_category,health_exposure_risk_score,dispersion_index,satellite_aerosol_proxy_score,primary_pollution_source,recommended_intervention,lat,lon
429,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",228.26,Poor,230.0567777163428,Poor,1.7967777163428025,Stable,High forecast hotspot,26.95,Low,27.28,33.16,16.03,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.215415,77.50873
430,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",,Unknown,,Unknown,,Stable,Watchlist,26.85,Low,11.13,83.88,19.26,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",24.75746,84.366208
431,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",213.91,Poor,233.05684778633704,Poor,19.146847786337048,Stable,High forecast hotspot,26.71,Low,26.93,33.56,14.54,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",20.9402359,77.7895248
432,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC",146.85,Moderate,143.05941382275134,Moderate,-3.790586177248656,Stable,Watchlist,26.7,Low,23.56,35.64,32.56,Construction / road dust,"Routine monitoring: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.5710274,77.0719006
433,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",200.0,Moderate,202.58992763366825,Poor,2.5899276336682533,Stable,High forecast hotspot,26.45,Low,25.85,40.93,13.76,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",19.9591346,73.7788008
434,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",131.56,Moderate,137.98275273809526,Moderate,6.422752738095255,Stable,Watchlist,25.9,Low,21.39,38.92,30.2,Construction / road dust,"Routine monitoring: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.636429,77.201067
435,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",112.28,Moderate,121.29649301587304,Moderate,9.016493015873039,Stable,Watchlist,25.63,Low,19.51,59.05,16.28,Vehicular traffic,"Routine monitoring: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",23.041137,72.456691
436,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",124.81,Moderate,131.646146547619,Moderate,6.836146547618995,Stable,Watchlist,25.57,Low,17.92,57.66,17.26,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",21.941841,86.728318
436,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",187.47,Moderate,212.1290414380182,Poor,24.659041438018193,Stable,High forecast hotspot,25.57,Low,22.96,38.59,14.07,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",19.710842,77.151824
437,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",213.91,Poor,195.6773905340437,Moderate,-18.2326094659563,Stable,High current hotspot,25.37,Low,24.93,38.06,13.51,Industrial combustion,"High-priority intervention: Increase industrial emission inspection, check stack compliance, enforce fuel-quality standards, and monitor nearby industrial clusters.",19.854616,75.905894
438,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",187.47,Moderate,195.81190081671485,Moderate,8.341900816714855,Stable,Watchlist,24.97,Low,22.2,44.79,10.12,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",18.63673,73.82487
439,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",162.41,Moderate,161.42801436507983,Moderate,-0.9819856349201643,Stable,Watchlist,24.77,Low,22.24,38.06,21.54,Vehicular traffic,"Routine monitoring: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",17.5316895,78.218939
440,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",174.94,Moderate,196.81846314212083,Moderate,21.878463142120836,Stable,Watchlist,24.75,Low,21.08,44.55,10.57,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",18.59051,73.77946
441,Jammu and Kashmir,Pampore,"Khrew, Pampore - JKPCC",,Unknown,94.68949996031756,Satisfactory,,Stable,Watchlist,23.92,Low,14.92,64.55,17.24,Construction / road dust,"Routine monitoring: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",34.031606,75.009712
442,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",174.94,Moderate,172.92195963130632,Moderate,-2.0180403686936756,Stable,Watchlist,23.81,Low,21.1,38.84,16.44,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",16.7143745,74.2426398
443,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",,Unknown,,Unknown,,Stable,Watchlist,23.63,Low,9.55,74.25,17.66,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.2271665,84.3570427
444,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",,Unknown,,Unknown,,Stable,Watchlist,23.57,Low,9.42,78.09,14.15,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,27.308328,84.531742
445,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",,Unknown,,Unknown,,Stable,Watchlist,23.54,Low,9.4,78.08,14.08,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,20.94185,86.1151
446,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",99.0,Satisfactory,99.65054227513232,Satisfactory,0.6505422751323238,Stable,Watchlist,23.5,Low,17.4,48.03,24.56,Construction / road dust,"Routine monitoring: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",13.0664,80.2112
447,Andhra Pradesh,Kurnool,"Sita Rama Nagar, Kurnool - APPCB",174.94,Moderate,202.273559168346,Poor,27.333559168346,Increasing,High forecast hotspot,23.36,Low,23.88,20.84,22.47,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",15.83411,78.028546
448,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",,Unknown,,Unknown,,Stable,Watchlist,22.44,Low,8.86,74.82,13.51,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,24.952822,84.002396
449,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",100.0,Satisfactory,178.65357757310005,Moderate,78.65357757310005,Increasing,Emerging hotspot,22.32,Low,16.34,40.51,13.57,Vehicular traffic,"Preventive intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",17.460103,78.334361
450,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",187.47,Moderate,192.0306840884492,Moderate,4.560684088449193,Stable,Watchlist,22.22,Low,21.82,28.99,15.19,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.215415,73.070156
451,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",58.0,Satisfactory,90.0735376984127,Satisfactory,32.07353769841269,Increasing,Watchlist,21.78,Low,12.6,55.88,18.17,Vehicular traffic,"Preventive intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",19.23241,72.86895
452,West Bengal,Howrah,"Dasnagar, Howrah - WBPCB",,Unknown,,Unknown,,Stable,Watchlist,21.6,Low,8.53,69.3,15.7,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",22.6025571,88.3105664
453,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",149.87,Moderate,137.8024294444444,Moderate,-12.06757055555559,Stable,Watchlist,21.37,Low,18.16,38.84,16.39,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",16.6870449,74.2505872
454,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",162.41,Moderate,175.43558383158566,Moderate,13.025583831585664,Stable,Watchlist,21.26,Low,19.19,33.13,13.81,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",17.6336264,75.9132495
455,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",112.28,Moderate,112.26290555555512,Moderate,-0.017094444444879286,Stable,Watchlist,20.69,Low,12.73,61.39,4.57,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",23.7176342,92.7192841
456,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",124.81,Moderate,140.889089074074,Moderate,16.079089074074005,Stable,Watchlist,20.68,Low,15.18,46.73,10.23,Biomass / fine-particle combustion,"Routine monitoring: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.0575752,73.0151367
457,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",,Unknown,,Unknown,,Stable,Watchlist,20.64,Low,8.01,68.58,13.36,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,26.80365,84.51954
458,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",242.61,Poor,235.55385974867764,Poor,-7.056140251322375,Stable,High forecast hotspot,20.43,Low,24.14,16.49,8.31,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",15.411456,75.638133
459,Uttar Pradesh,Raebareli,"Indira Nagar, Raebareli - NTPC Unchahar",,Unknown,,Unknown,,Stable,Watchlist,20.28,Low,7.75,70.82,10.32,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,26.207781,81.245571
460,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",,Unknown,,Unknown,,Stable,Watchlist,20.25,Low,7.73,70.67,10.36,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,21.258815,81.578979
461,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",59.0,Satisfactory,59.60613150793653,Satisfactory,0.6061315079365315,Stable,Watchlist,19.92,Minimal,10.74,54.02,20.53,Construction / road dust,"Routine monitoring: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",12.9135218,77.5950804
462,West Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",,Unknown,,Unknown,,Stable,Watchlist,19.6,Minimal,7.5,65.34,12.96,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",23.616515,87.119133
463,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",52.69,Satisfactory,58.586362433862405,Satisfactory,5.896362433862407,Stable,Watchlist,19.26,Minimal,10.36,51.67,20.38,Construction / road dust,"Routine monitoring: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",12.951913,77.539784
464,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",213.91,Poor,60.78433469696969,Satisfactory,-153.1256653030303,Decreasing,High current hotspot,18.82,Minimal,15.7,39.17,14.85,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",16.7602,77.1428
465,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",,Unknown,,Unknown,,Stable,Watchlist,17.82,Minimal,6.67,58.81,13.14,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",25.265194,87.012947
466,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",,Unknown,,Unknown,,Stable,Watchlist,16.85,Minimal,6.08,60.21,8.94,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",25.5586,91.8985
467,Tamil Nadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",,Unknown,,Unknown,,Stable,Watchlist,15.78,Minimal,5.73,61.54,3.07,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,11.6829898,79.7532099
468,Tamil Nadu,Madurai,"Uchapatti, Madurai - TNPCB",,Unknown,,Unknown,,Stable,Watchlist,15.65,Minimal,5.54,55.28,9.53,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,9.865935,78.022669
469,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",20.0,Good,19.986125,Good,-0.01387499999999875,Stable,Watchlist,15.44,Minimal,6.44,57.07,6.08,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,19.1375,72.915056
470,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",,Unknown,,Unknown,,Stable,Watchlist,15.36,Minimal,5.4,54.34,9.45,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,29.8006,76.4155
471,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",,Unknown,,Unknown,,Stable,Watchlist,14.44,Minimal,5.04,47.94,12.15,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,8.5637,76.8865
472,Tamil Nadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",59.0,Satisfactory,58.85538809523811,Satisfactory,-0.1446119047618879,Stable,Watchlist,13.94,Minimal,4.77,50.62,8.09,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,11.7637683,79.7499835
473,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",,Unknown,,Unknown,,Stable,Watchlist,13.93,Minimal,4.67,51.03,7.92,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,19.000084,72.85673
474,Uttar Pradesh,Modinagar,"SRM University, Modinagar - UPPCB",,Unknown,,Unknown,,Stable,Watchlist,12.58,Minimal,4.09,44.28,9.61,Industrial combustion,"Routine monitoring: Increase industrial emission inspection, check stack compliance, enforce fuel-quality standards, and monitor nearby industrial clusters.",28.798171,77.540243
475,Maharashtra,Pimpri-Chinchwad,"Bhosari, Pune - IITM",,Unknown,,Unknown,,Stable,Watchlist,11.98,Minimal,3.73,44.79,7.31,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,18.640051,73.848956
476,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",,Unknown,,Unknown,,Stable,Watchlist,11.47,Minimal,3.56,45.17,4.76,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,19.25292,73.142019
477,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",16.67,Good,16.45580633838388,Good,-0.21419366161612174,Stable,Watchlist,11.0,Minimal,3.24,42.78,5.97,Insufficient pollutant signal,Routine monitoring: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,19.008751,73.01662
478,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",,Unknown,,Unknown,,Stable,Watchlist,7.09,Minimal,1.53,29.88,4.31,Photochemical smog,"Routine monitoring: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.253384,72.976571
